Ticker,Name,Exchange,Category,Country,SE_Name
7205.KL,Cocoaland Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
4847.KL,Konsortium Transnasional Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6041.KL,Farlim Group Malaysia Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7803.KL,Rubberex Corp. M Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5024@BN.KL,5024@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7173@BN.KL,7173@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0111.KL,K-ONE TECHNOLOGY BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3204@BN.KL,3204@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9873.KL,Prestar Resources Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5037@BN.KL,5037@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0090.KL,ELSOFT RESEARCH BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0006@BN.KL,0006@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2224@BN.KL,2224@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5040@BN.KL,5040@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8982@BN.KL,8982@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5101@BN.KL,5101@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0108.KL,N2N CONNECT BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7199.KL,Kein Hing International Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3417@BN.KL,3417@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
4448@BN.KL,4448@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5649.KL,Golden Pharos Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5005@BN.KL,5005@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0101@BN.KL,0101@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5183@BN.KL,5183@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9539.KL,Multi-Usage Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7187.KL,Boon Koon Group Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5027@BN.KL,5027@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6076@BN.KL,6076@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7200.KL,Tek Seng Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7170.KL,LFE Corp. Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5146.KL,Perwaja Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5068.KL,Luster Industries Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3301@BN.KL,3301@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2828@BN.KL,2828@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0020@BN.KL,0020@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8044.KL,Computer Forms Malaysia Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0174.KL,iDIMENSION CONSOLIDATED BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7247@BN.KL,7247@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5028.KL,Heitech Padu Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0028.KL,SCOPE INDUSTRIES BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7133@BN.KL,7133@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7180.KL,Sern Kou Resources Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5065@BN.KL,5065@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7060@BN.KL,7060@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7854.KL,Timberwell Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9334@BN.KL,9334@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3174@BN.KL,3174@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5000@BN.KL,5000@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7174.KL,CAB Cakaran Corp. Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7323@BN.KL,7323@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6971.KL,Kobay Technology Bhd.,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7128.KL,Cam Resources Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9407.KL,Paragon Union Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
4375.KL,South Malaysia Industries Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
4944.KL,Nylex (Malaysia) Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2429@BN.KL,2429@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7179@BN.KL,7179@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7085@BN.KL,7085@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6211@BN.KL,6211@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7208@BN.KL,7208@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0012@BN.KL,0012@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7528.KL,DKLS Industries Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0094@BN.KL,0094@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5673@BN.KL,5673@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7193.KL,Biosis Group Berhad.,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7277@BN.KL,7277@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2208@BN.KL,2208@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7227@BN.KL,7227@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5355.KL,Daiman Development Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2593.KL,United Malacca Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8869@BN.KL,8869@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8761@BN.KL,8761@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6483@BN.KL,6483@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7213@BN.KL,7213@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2208.KL,Petaling Tin Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5100.KL,BP Plastics Holding Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7006.KL,Latitude Tree Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7199@BN.KL,7199@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3573@BN.KL,3573@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5010.KL,Tong Herr Resources Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0120.KL,VISDYNAMICS HOLDINGS BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
1201@BN.KL,1201@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2135@BN.KL,2135@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0021.KL,GHL SYSTEMS BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8907@BN.KL,8907@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7017@BN.KL,7017@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0020.KL,NETX HOLDINGS BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8834@BN.KL,8834@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2968.KL,Golden Plus Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7773@BN.KL,7773@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7133.KL,United U-LI Corporation Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9687.KL,Ideal United Bintang Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9121@BN.KL,9121@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5657@BN.KL,5657@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0022.KL,CYBERTOWERS BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6173.KL,Bina Darulaman Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5242@BN.KL,5242@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3247.KL,GUH Holdings Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9997@BN.KL,9997@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
1066@BN.KL,1066@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0051.KL,CUSCAPI BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9792.KL,SEG International Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9792@BN.KL,9792@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7198@BN.KL,7198@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5028@BN.KL,5028@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5032.KL,Bintulu Port Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5020@BN.KL,5020@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0110.KL,R&A TELECOMMUNICATION GRP BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7103.KL,Spritzer Bhd.,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8192@BN.KL,8192@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7164@BN.KL,7164@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3514@BN.KL,3514@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7123@BN.KL,7123@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
4286@BN.KL,SEAL INCORPORATED BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
1643@BN.KL,1643@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0059@BN.KL,0059@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
4316@BN.KL,4316@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
1082.KL,Hong Leong Financial Group Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8141.KL,Majuperak Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7221.KL,BSL Corp. Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7033@BN.KL,7033@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2887@BN.KL,2887@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7160@BN.KL,7160@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2089@BN.KL,2089@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5053.KL,OSK Holdings Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0101.KL,TMC LIFE SCIENCES BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0037@BN.KL,0037@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7617.KL,Magna Prima Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8338.KL,Dataprep Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2771.KL,Boustead Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0092@BN.KL,0092@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8443.KL,HIL Industries Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8745@BN.KL,8745@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3441@BN.KL,3441@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9881.KL,Leader Steel Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2445@BN.KL,2445@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7100@BN.KL,7100@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6033@BN.KL,6033@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0079.KL,ORION IXL BERHAD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7099@BN.KL,7099@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7223@BN.KL,7223@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0064@BN.KL,0064@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9717@BN.KL,9717@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7183@BN.KL,7183@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7080.KL,Permaju Industries Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0136@BN.KL,0136@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5026.KL,MHC Plantations Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8966@BN.KL,8966@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6139.KL,Syarikat Takaful Malaysia Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5253@DB.KL,5253@DB.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0026.KL,NOVA MSC BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3476@BN.KL,3476@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2054@BN.KL,2054@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5132@BN.KL,5132@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0075.KL,MEXTER TECHNOLOGY BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0126.KL,MICROLINK SOLUTIONS BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5236@BN.KL,5236@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5080@BN.KL,5080@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7095.KL,PIE Industrial Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
1694.KL,Menang Corp. M Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6254.KL,PDZ Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0007@BN.KL,0007@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6254@BN.KL,6254@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5145.KL,Sealink International Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5100@BN.KL,5100@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0094.KL,INIX TECHNOLOGIES HOLDINGS BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7025.KL,Woodlandor Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7285@BN.KL,7285@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7053.KL,See Hup Consolidated Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5069.KL,Bld Plantation Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
4596@BN.KL,4596@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9962.KL,Gromutual Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8621.KL,LPI Capital Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5095@BN.KL,5095@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5047.KL,NPC Resources Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0128@BN.KL,0128@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7412.KL,SHH Resources Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7134@BN.KL,7134@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5072.KL,Hiap Teck Venture Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7111@BN.KL,7111@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
4898.KL,TA Enterprise Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2887.KL,Lion Diversified Holdings Berhad.,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9237@BN.KL,9237@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3034@BN.KL,3034@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0155@BN.KL,0155@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7943.KL,Sand Nisko Capital Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9938.KL,Bright Packaging Industry Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2143@BN.KL,2143@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7188@BN.KL,7188@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7089@BN.KL,7089@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
1996@BN.KL,1996@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6548.KL,Malaysia Pacific Corporation Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5711.KL,The Store Corporation Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7094.KL,Eurospan Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8931@BN.KL,8931@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0011.KL,BRITE-TECH BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2852.KL,Cahya Mata Sarawak Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7366.KL,Scomi Engineering Bhd.,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5016@BN.KL,5016@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5819@BN.KL,5819@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7155@BN.KL,7155@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7027.KL,Petrol One Resources Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7025@BN.KL,7025@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8192.KL,Mercury Industries Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5073.KL,Naim Holdings Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
4707@BN.KL,4707@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5113@BN.KL,5113@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9288@BN.KL,9288@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6238.KL,Hock Seng Lee Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2593@BN.KL,2593@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7119.KL,Degem Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8362@BN.KL,8362@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7010.KL,Grand Hoover Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8869.KL,Press Metal Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5878@BN.KL,5878@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7143.KL,Stone Master Corporation Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3883@BN.KL,3883@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9393@BN.KL,9393@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3115@BN.KL,3115@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6491@BN.KL,6491@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9539@OM.KL,9539@OM.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
4995.KL,Versatile Creative Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5071@BN.KL,5071@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0141.KL,WINTONI GROUP BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7033.KL,Kumpulan H & L High-Tech Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5079@BN.KL,5079@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7218@BN.KL,7218@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0136.KL,GREENYIELD BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7233@BN.KL,7233@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6459@BN.KL,6459@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
1597@BN.KL,1597@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5371@BN.KL,5371@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7190.KL,Pelangi Publishing Group Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3484.KL,Damansara Realty Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5222@BN.KL,5222@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9407@BN.KL,9407@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5827.KL,Oriental Interest Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0111@BN.KL,0111@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5606.KL,Goldis Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5102.KL,Guan Chong Bhd.,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7207@BN.KL,7207@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9318@BN.KL,9318@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3034.KL,Hap Seng Consolidated Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8478@BN.KL,8478@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6815.KL,Eupe Corp. Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0089.KL,TEX CYCLE TECHNOLOGY (M) BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5143.KL,Luxchem Corporation Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7017@OM.KL,7017@OM.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0032@BN.KL,0032@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0148.KL,SUNZEN BIOTECH BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7045@BN.KL,7045@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7006@BN.KL,7006@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0099.KL,SCICOM (MSC) BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5098.KL,Malaysia Steel Works (KL) Bhd.,KLS,Other Category,Malaysia,Malaysia Stock Exchange
1287.KL,Pan Malaysia Holdings Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0132.KL,TECHNODEX BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3573.KL,Lien Hoe Corp. Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5091.KL,Ekowood International Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7153@BN.KL,7153@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0100.KL,ES CERAMICS TECHNOLOGY BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
1929@BN.KL,1929@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
2186.KL,Kuchai Development Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3298.KL,Hexza Corporation Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6491.KL,Kumpulan Fima Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5622.KL,Triplc Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7149.KL,Eng Kah Corporation Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5533@BN.KL,5533@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
9199.KL,Lysaght Galvanized Steel Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7055.KL,PLB Engineering Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5614@BN.KL,5614@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7161@BN.KL,7161@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5347@BN.KL,5347@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0160@BN.KL,0160@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7188.KL,BTM Resources Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5158@BN.KL,5158@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
8044@BN.KL,8044@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7439.KL,Teck Guan Perdana Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0160.KL,HIAP HUAT HOLDINGS BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7935.KL,Milux Corporation Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
4936@BN.KL,4936@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3662@BN.KL,3662@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7668@BN.KL,7668@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
1724@BN.KL,1724@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0022@OM.KL,0022@OM.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7087@BN.KL,7087@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5040.KL,Meda Inc. Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5053@BN.KL,5053@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5959@BN.KL,5959@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
7211@BN.KL,7211@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0113.KL,MMS VENTURES BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0146@OM.KL,0146@OM.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
3018.KL,Olympia Industries Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5886.KL,Mintye Industries Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
6297@BN.KL,6297@BN.KL,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5135.KL,SARAWAK Plantation Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
0037.KL,RGB INTERNATIONAL BHD,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5011.KL,Mesiniaga Bhd,KLS,Other Category,Malaysia,Malaysia Stock Exchange
5008.KL,Harrisons Holdings (Malaysia) Berhad,KLS,Other Category,Malaysia,Malaysia Stock Exchange
